ds,t,y
2014-08-30,77.1,49251.0
2014-08-31,75.4,45246.0
2014-09-01,77.0,48406.0
2014-09-02,74.5,54042.0
2014-09-03,73.5,55155.0
2014-09-04,76.8,57603.0
2014-09-05,80.7,61616.0
2014-09-06,72.3,45367.0
2014-09-07,65.6,39503.0
2014-09-08,66.4,47936.0
2014-09-09,70.5,50462.0
2014-09-10,73.1,51724.0
2014-09-11,68.3,48039.0
2014-09-12,60.1,42495.0
2014-09-13,59.2,36985.0
2014-09-14,55.8,35284.0
2014-09-15,59.5,42535.0
2014-09-16,58.0,42854.0
2014-09-17,56.0,43184.0
2014-09-18,59.8,43655.0
2014-09-19,61.1,43143.0
2014-09-20,68.3,40337.0
2014-09-21,72.4,39563.0
2014-09-22,55.5,42514.0
2014-09-23,57.2,43373.0
2014-09-24,63.0,44183.0
2014-09-25,64.2,44974.0
2014-09-26,67.1,45059.0
2014-09-27,66.8,39129.0
2014-09-28,67.5,38114.0
2014-09-29,69.6,47051.0
2014-09-30,62.0,44089.0
2014-10-01,53.8,43365.0
2014-10-02,66.5,45859.0
2014-10-03,70.2,44485.0
2014-10-04,46.1,37766.0
2014-10-05,49.5,36921.0
2014-10-06,53.5,43622.0
2014-10-07,53.9,44475.0
2014-10-08,57.1,43730.0
2014-10-09,51.6,44971.0
2014-10-10,52.6,43653.0
2014-10-11,51.9,37895.0
2014-10-12,51.9,37241.0
2014-10-13,66.9,44961.0
2014-10-14,67.0,44808.0
2014-10-15,56.0,43571.0
2014-10-16,56.9,43716.0
2014-10-17,59.3,42825.0
2014-10-18,53.0,38368.0
2014-10-19,47.3,37018.0
2014-10-20,51.8,44398.0
2014-10-21,51.6,45192.0
2014-10-22,46.9,46468.0
2014-10-23,48.2,45745.0
2014-10-24,52.3,44205.0
2014-10-25,59.2,37815.0
2014-10-26,56.9,35970.0
2014-10-27,60.0,44467.0
2014-10-28,67.4,44421.0
2014-10-29,48.8,44323.0
2014-10-30,46.2,45224.0
2014-10-31,43.1,46060.0
2014-11-01,36.2,44128.0
2014-11-02,34.3,43771.0
2014-11-03,46.8,46861.0
2014-11-04,55.5,45757.0
2014-11-05,50.0,45521.0
2014-11-06,48.3,46734.0
2014-11-07,41.1,47173.0
2014-11-08,41.5,42543.0
2014-11-09,42.1,39932.0
2014-11-10,50.9,45324.0
2014-11-11,56.8,45008.0
2014-11-12,37.1,49255.0
2014-11-13,29.4,52750.0
2014-11-14,26.4,52432.0
2014-11-15,25.4,48451.0
2014-11-16,32.7,45410.0
2014-11-17,28.6,53861.0
2014-11-18,15.3,59859.0
2014-11-19,22.9,58522.0
2014-11-20,26.6,56202.0
2014-11-21,21.9,55458.0
2014-11-22,35.1,46443.0
2014-11-23,54.8,39592.0
2014-11-24,54.0,46453.0
2014-11-25,36.7,51502.0
2014-11-26,30.3,52544.0
2014-11-27,30.2,44789.0
2014-11-28,26.7,46365.0
2014-11-29,39.5,42702.0
2014-11-30,58.4,37938.0
2014-12-01,43.3,49217.0
2014-12-02,29.5,54468.0
2014-12-03,35.9,52447.0
2014-12-04,31.1,54061.0
2014-12-05,37.5,50481.0
2014-12-06,40.4,45698.0
2014-12-07,33.0,45538.0
2014-12-08,38.3,51455.0
2014-12-09,39.6,51369.0
2014-12-10,34.5,53829.0
2014-12-11,30.3,54252.0
2014-12-12,29.9,53524.0
2014-12-13,37.8,46874.0
2014-12-14,44.5,43295.0
2014-12-15,43.2,49503.0
2014-12-16,46.3,50008.0
2014-12-17,32.5,54933.0
2014-12-18,27.3,55912.0
2014-12-19,28.4,54391.0
2014-12-20,30.4,48890.0
2014-12-21,29.5,46941.0
2014-12-22,34.1,51481.0
2014-12-23,49.3,46224.0
2014-12-24,52.9,39389.0
2014-12-25,38.5,40222.0
2014-12-26,38.8,42167.0
2014-12-27,46.4,39737.0
2014-12-28,38.5,41818.0
2014-12-29,29.1,48934.0
2014-12-30,25.4,49946.0
2014-12-31,20.5,50492.0
2015-01-01,25.1,47155.0
2015-01-02,31.5,46743.0
2015-01-03,39.1,44065.0
2015-01-04,47.7,42272.0
2015-01-05,17.0,59302.0
2015-01-06,16.3,59174.0
2015-01-07,9.8,63922.0
2015-01-08,0.8,67742.0
2015-01-09,15.1,62879.0
2015-01-10,6.2,58992.0
2015-01-11,26.1,51000.0
2015-01-12,33.5,54465.0
2015-01-13,20.5,58357.0
2015-01-14,13.0,61000.0
2015-01-15,22.8,56481.0
2015-01-16,29.9,53363.0
2015-01-17,34.4,47288.0
2015-01-18,41.0,44448.0
2015-01-19,34.8,50751.0
2015-01-20,38.1,50294.0
2015-01-21,40.0,50823.0
2015-01-22,33.8,53143.0
2015-01-23,31.9,52231.0
2015-01-24,31.2,47608.0
2015-01-25,35.2,46311.0
2015-01-26,20.6,56529.0
2015-01-27,17.2,57792.0
2015-01-28,16.7,58558.0
2015-01-29,34.0,54859.0
2015-01-30,28.1,55178.0
2015-01-31,24.7,51554.0
2015-02-01,35.2,46763.0
2015-02-02,25.9,56435.0
2015-02-03,21.8,58138.0
2015-02-04,34.8,53630.0
2015-02-05,19.0,58060.0
2015-02-06,20.6,58071.0
2015-02-07,37.1,46007.0
2015-02-08,48.8,41487.0
2015-02-09,33.6,53623.0
2015-02-10,23.4,56661.0
2015-02-11,28.8,54971.0
2015-02-12,26.3,56868.0
2015-02-13,18.5,57056.0
2015-02-14,26.2,52889.0
2015-02-15,7.3,55973.0
2015-02-16,6.7,63604.0
2015-02-17,9.2,62826.0
2015-02-18,15.5,61470.0
2015-02-19,2.7,66790.0
2015-02-20,3.6,64354.0
2015-02-21,21.8,53039.0
2015-02-22,21.5,50037.0
2015-02-23,11.9,59595.0
2015-02-24,7.8,63393.0
2015-02-25,23.4,56168.0
2015-02-26,18.2,58996.0
2015-02-27,11.0,59647.0
2015-02-28,14.2,53844.0
2015-03-01,26.8,48889.0
2015-03-02,24.9,54143.0
2015-03-03,26.4,54639.0
2015-03-04,35.7,53279.0
2015-03-05,20.6,57802.0
2015-03-06,16.1,58100.0
2015-03-07,30.1,48930.0
2015-03-08,38.9,40902.0
2015-03-09,42.6,47813.0
2015-03-10,43.9,48500.0
2015-03-11,44.3,46290.0
2015-03-12,40.0,47216.0
2015-03-13,46.1,46873.0
2015-03-14,52.2,39730.0
2015-03-15,45.0,38993.0
2015-03-16,57.3,44557.0
2015-03-17,53.3,44967.0
2015-03-18,35.9,48703.0
2015-03-19,42.8,47953.0
2015-03-20,42.9,47217.0
2015-03-21,49.0,40674.0
2015-03-22,40.0,40336.0
2015-03-23,33.8,50999.0
2015-03-24,33.4,51032.0
2015-03-25,50.3,46180.0
2015-03-26,44.3,47268.0
2015-03-27,33.1,50397.0
2015-03-28,26.2,47482.0
2015-03-29,33.1,44569.0
2015-03-30,46.4,45915.0
2015-03-31,52.9,44838.0
2015-04-01,46.7,45561.0
2015-04-02,56.5,43909.0
2015-04-03,55.1,38785.0
2015-04-04,41.5,38430.0
2015-04-05,49.8,35774.0
2015-04-06,55.4,43579.0
2015-04-07,59.4,43594.0
2015-04-08,58.5,43772.0
2015-04-09,65.4,43672.0
2015-04-10,61.0,41684.0
2015-04-11,50.4,37174.0
2015-04-12,55.1,35843.0
2015-04-13,65.4,43007.0
2015-04-14,57.1,42608.0
2015-04-15,55.0,43594.0
2015-04-16,60.6,43377.0
2015-04-17,64.5,42176.0
2015-04-18,65.2,37205.0
2015-04-19,62.5,35058.0
2015-04-20,59.7,42198.0
2015-04-21,51.3,43565.0
2015-04-22,46.0,44830.0
2015-04-23,42.9,45828.0
2015-04-24,46.0,44089.0
2015-04-25,48.7,39088.0
2015-04-26,47.5,36558.0
2015-04-27,48.9,43383.0
2015-04-28,49.3,43835.0
2015-04-29,55.0,43021.0
2015-04-30,55.7,42173.0
2015-05-01,57.2,41905.0
2015-05-02,62.3,36212.0
2015-05-03,65.9,34745.0
2015-05-04,68.8,43075.0
2015-05-05,66.6,46002.0
2015-05-06,72.7,47616.0
2015-05-07,74.8,50035.0
2015-05-08,76.5,50268.0
2015-05-09,75.7,44372.0
2015-05-10,74.9,42548.0
2015-05-11,73.9,51059.0
2015-05-12,62.9,44186.0
2015-05-13,55.3,42348.0
2015-05-14,55.5,42650.0
2015-05-15,68.1,45116.0
2015-05-16,71.8,41622.0
2015-05-17,73.4,42339.0
2015-05-18,74.4,50245.0
2015-05-19,62.9,44219.0
2015-05-20,53.0,42249.0
2015-05-21,52.1,42481.0
2015-05-22,58.3,42015.0
2015-05-23,64.5,36525.0
2015-05-24,70.7,37224.0
2015-05-25,73.3,38539.0
2015-05-26,73.4,50019.0
2015-05-27,73.2,51604.0
2015-05-28,72.9,52069.0
2015-05-29,75.4,53003.0
2015-05-30,77.4,48144.0
2015-05-31,67.2,38513.0
2015-06-01,53.9,41932.0
2015-06-02,54.7,42867.0
2015-06-03,62.7,44065.0
2015-06-04,70.5,48865.0
2015-06-05,74.1,50440.0
2015-06-06,70.5,41714.0
2015-06-07,72.7,42559.0
2015-06-08,74.8,50201.0
2015-06-09,65.5,47149.0
2015-06-10,76.4,53035.0
2015-06-11,81.3,58362.0
2015-06-12,79.5,56562.0
2015-06-13,78.1,52544.0
2015-06-14,81.3,51865.0
2015-06-15,78.5,59241.0
2015-06-16,77.7,58102.0
2015-06-17,73.3,52913.0
2015-06-18,76.6,56476.0
2015-06-19,70.9,50360.0
2015-06-20,72.4,45004.0
2015-06-21,76.7,47084.0
2015-06-22,77.3,58328.0
2015-06-23,80.4,60473.0
2015-06-24,71.4,52482.0
2015-06-25,71.7,50795.0
2015-06-26,73.1,49792.0
2015-06-27,65.6,38537.0
2015-06-28,66.4,37153.0
2015-06-29,66.3,41898.0
2015-06-30,68.9,44009.0
2015-07-01,70.0,45801.0
2015-07-02,70.6,44848.0
2015-07-03,68.9,39309.0
2015-07-04,70.0,38868.0
2015-07-05,71.5,40125.0
2015-07-06,73.1,52159.0
2015-07-07,77.1,54502.0
2015-07-08,68.9,47637.0
2015-07-09,73.1,51102.0
2015-07-10,70.6,48356.0
2015-07-11,71.3,44585.0
2015-07-12,74.3,44828.0
2015-07-13,70.4,50211.0
2015-07-14,75.4,54161.0
2015-07-15,71.9,51875.0
2015-07-16,66.9,50374.0
2015-07-17,76.7,56247.0
2015-07-18,78.3,53552.0
2015-07-19,76.4,50845.0
2015-07-20,76.2,58840.0
2015-07-21,76.3,58749.0
2015-07-22,68.7,51859.0
2015-07-23,68.4,53372.0
2015-07-24,73.9,54565.0
2015-07-25,75.8,50684.0
2015-07-26,77.7,50650.0
2015-07-27,75.7,58071.0
2015-07-28,78.5,62306.0
2015-07-29,80.0,63180.0
2015-07-30,76.2,58661.0
2015-07-31,73.8,55606.0
2015-08-01,72.4,47850.0
2015-08-02,74.3,48410.0
2015-08-03,72.8,53984.0
2015-08-04,69.2,53846.0
2015-08-05,71.1,54001.0
2015-08-06,65.9,47639.0
2015-08-07,66.8,48714.0
2015-08-08,70.8,46073.0
2015-08-09,73.8,46673.0
2015-08-10,75.6,56294.0
2015-08-11,73.1,55116.0
2015-08-12,68.3,51257.0
2015-08-13,68.4,51798.0
2015-08-14,72.2,53370.0
2015-08-15,72.4,47767.0
2015-08-16,75.5,49374.0
2015-08-17,74.7,56210.0
2015-08-18,74.8,57624.0
2015-08-19,76.7,58484.0
2015-08-20,70.6,51677.0
2015-08-21,66.8,47666.0
2015-08-22,68.4,42477.0
2015-08-23,72.1,44564.0
2015-08-24,68.2,48749.0
2015-08-25,60.9,44510.0
2015-08-26,62.2,44801.0
2015-08-27,66.1,46734.0
2015-08-28,66.1,47153.0
2015-08-29,71.1,45171.0
2015-08-30,74.8,47932.0
2015-08-31,74.2,56766.0
2015-09-01,75.5,58148.0
2015-09-02,73.1,57515.0
2015-09-03,78.2,60043.0
2015-09-04,76.4,56380.0
2015-09-05,72.7,48251.0
2015-09-06,76.2,49641.0
2015-09-07,79.2,52520.0
2015-09-08,80.3,60215.0
2015-09-09,74.7,54852.0
2015-09-10,71.5,52507.0
2015-09-11,65.5,46156.0
2015-09-12,58.8,37029.0
2015-09-13,56.7,35033.0
2015-09-14,60.3,43627.0
2015-09-15,65.6,46415.0
2015-09-16,68.1,48219.0
2015-09-17,69.7,49004.0
2015-09-18,70.4,48362.0
2015-09-19,71.8,42197.0
2015-09-20,60.3,36717.0
2015-09-21,59.3,44528.0
2015-09-22,63.3,46077.0
2015-09-23,66.7,47238.0
2015-09-24,67.5,47674.0
2015-09-25,66.3,45571.0
2015-09-26,66.5,39363.0
2015-09-27,68.3,39394.0
2015-09-28,69.7,49932.0
2015-09-29,73.8,49365.0
2015-09-30,62.0,44352.0
2015-10-01,55.9,42942.0
2015-10-02,54.5,42532.0
2015-10-03,46.9,38621.0
2015-10-04,58.4,36831.0
2015-10-05,64.3,45264.0
2015-10-06,64.9,45999.0
2015-10-07,64.4,46670.0
2015-10-08,66.0,46455.0
2015-10-09,65.5,44757.0
2015-10-10,55.7,37730.0
2015-10-11,57.1,36266.0
2015-10-12,63.7,44576.0
2015-10-13,59.1,44201.0
2015-10-14,52.7,43678.0
2015-10-15,53.0,44152.0
2015-10-16,53.1,42698.0
2015-10-17,41.6,39180.0
2015-10-18,40.9,38782.0
2015-10-19,48.4,45372.0
2015-10-20,58.8,44356.0
2015-10-21,60.7,44134.0
2015-10-22,66.1,44745.0
2015-10-23,60.3,42454.0
2015-10-24,64.3,37879.0
2015-10-25,55.2,35430.0
2015-10-26,48.9,43791.0
2015-10-27,48.7,45305.0
2015-10-28,56.2,44761.0
2015-10-29,48.3,44474.0
2015-10-30,44.9,44446.0
2015-10-31,47.7,38725.0
2015-11-01,56.8,36689.0
2015-11-02,56.0,42871.0
2015-11-03,57.5,43898.0
2015-11-04,61.1,43822.0
2015-11-05,66.3,44151.0
2015-11-06,64.5,42505.0
2015-11-07,47.5,37557.0
2015-11-08,42.3,37892.0
2015-11-09,42.2,46258.0
2015-11-10,46.5,45861.0
2015-11-11,44.7,46034.0
2015-11-12,50.7,45838.0
2015-11-13,44.5,45933.0
2015-11-14,38.2,41092.0
2015-11-15,49.0,38140.0
2015-11-16,49.0,44844.0
2015-11-17,53.8,44365.0
2015-11-18,58.8,44684.0
2015-11-19,53.5,44214.0
2015-11-20,39.0,46250.0
2015-11-21,41.1,42448.0
2015-11-22,31.0,43284.0
2015-11-23,30.7,50616.0
2015-11-24,37.7,48422.0
2015-11-25,42.7,45806.0
2015-11-26,53.2,36029.0
2015-11-27,56.6,35980.0
2015-11-28,44.7,38709.0
2015-11-29,38.1,40820.0
2015-11-30,39.0,48223.0
2015-12-01,47.0,46948.0
2015-12-02,38.5,49584.0
2015-12-03,34.4,51715.0
2015-12-04,29.8,52334.0
2015-12-05,31.1,46640.0
2015-12-06,34.6,44009.0
2015-12-07,42.6,48440.0
2015-12-08,41.5,48324.0
2015-12-09,46.7,48099.0
2015-12-10,46.1,47811.0
2015-12-11,51.0,45502.0
2015-12-12,62.5,39453.0
2015-12-13,60.4,37384.0
2015-12-14,59.2,44998.0
2015-12-15,43.7,48606.0
2015-12-16,44.7,47926.0
2015-12-17,40.6,49459.0
2015-12-18,30.8,52319.0
2015-12-19,27.8,48144.0
2015-12-20,31.8,45979.0
2015-12-21,45.4,48657.0
2015-12-22,52.3,44901.0
2015-12-23,55.2,43281.0
2015-12-24,50.6,36758.0
2015-12-25,48.9,35429.0
2015-12-26,45.2,38143.0
2015-12-27,53.2,38006.0
2015-12-28,36.3,47041.0
2015-12-29,44.3,44713.0
2015-12-30,35.9,45926.0
2015-12-31,33.4,46036.0
2016-01-01,28.9,44363.0
2016-01-02,28.9,44809.0
2016-01-03,30.7,45476.0
2016-01-04,29.1,53136.0
2016-01-05,20.4,55956.0
2016-01-06,25.6,54480.0
2016-01-07,32.3,52032.0
2016-01-08,38.4,49483.0
2016-01-09,48.6,41350.0
2016-01-10,36.5,46028.0
2016-01-11,11.7,60303.0
2016-01-12,23.2,58409.0
2016-01-13,7.2,62201.0
2016-01-14,29.5,53634.0
2016-01-15,44.7,49834.0
2016-01-16,33.0,47918.0
2016-01-17,24.0,50361.0
2016-01-18,6.8,63499.0
2016-01-19,10.3,62186.0
2016-01-20,15.8,60590.0
2016-01-21,15.2,58799.0
2016-01-22,20.8,57711.0
2016-01-23,24.2,51529.0
2016-01-24,22.7,49372.0
2016-01-25,33.0,52576.0
2016-01-26,39.6,52040.0
2016-01-27,27.6,55046.0
2016-01-28,31.6,52643.0
2016-01-29,33.1,50827.0
2016-01-30,39.9,43385.0
2016-01-31,52.2,39001.0
2016-02-01,44.9,46423.0
2016-02-02,38.2,49510.0
2016-02-03,53.7,45704.0
2016-02-04,31.6,52790.0
2016-02-05,27.5,52180.0
2016-02-06,30.8,46224.0
2016-02-07,39.0,42906.0
2016-02-08,39.6,49731.0
2016-02-09,24.7,56357.0
2016-02-10,16.5,59864.0
2016-02-11,13.5,59917.0
2016-02-12,18.5,58526.0
2016-02-13,12.5,54862.0
2016-02-14,10.7,54397.0
2016-02-15,24.2,55962.0
2016-02-16,31.5,53726.0
2016-02-17,31.7,53080.0
2016-02-18,33.2,51905.0
2016-02-19,46.4,47980.0
2016-02-20,56.1,38712.0
2016-02-21,49.3,37960.0
2016-02-22,37.1,47802.0
2016-02-23,37.5,49073.0
2016-02-24,40.9,49950.0
2016-02-25,33.1,53566.0
2016-02-26,29.9,52694.0
2016-02-27,35.1,43724.0
2016-02-28,49.1,39368.0
2016-02-29,47.2,46337.0
2016-03-01,42.9,49792.0
2016-03-02,27.4,53233.0
2016-03-03,29.3,53814.0
2016-03-04,31.7,51821.0
2016-03-05,33.7,46278.0
2016-03-06,35.2,42150.0
2016-03-07,48.5,46552.0
2016-03-08,59.2,44542.0
2016-03-09,61.8,43439.0
2016-03-10,57.4,44386.0
2016-03-11,49.3,43816.0
2016-03-12,50.1,38928.0
2016-03-13,54.5,35594.0
2016-03-14,58.6,43743.0
2016-03-15,58.6,43856.0
2016-03-16,60.0,43335.0
2016-03-17,50.8,44231.0
2016-03-18,47.0,44056.0
2016-03-19,40.3,41037.0
2016-03-20,33.2,41198.0
2016-03-21,37.5,47646.0
2016-03-22,46.6,46325.0
2016-03-23,57.1,44051.0
2016-03-24,60.3,43009.0
2016-03-25,40.3,41096.0
2016-03-26,41.3,38152.0
2016-03-27,54.6,35021.0
2016-03-28,49.7,43688.0
2016-03-29,43.0,45302.0
2016-03-30,50.3,44876.0
2016-03-31,60.7,43670.0
2016-04-01,53.7,42036.0
2016-04-02,42.3,40662.0
2016-04-03,35.9,40717.0
2016-04-04,48.4,46219.0
2016-04-05,30.9,48521.0
2016-04-06,45.3,47538.0
2016-04-07,43.8,47874.0
2016-04-08,35.6,49325.0
2016-04-09,31.2,45150.0
2016-04-10,37.1,42401.0
2016-04-11,51.9,45767.0
2016-04-12,41.8,46510.0
2016-04-13,43.1,46129.0
2016-04-14,47.7,45039.0
2016-04-15,53.6,43084.0
2016-04-16,62.7,36476.0
2016-04-17,64.0,35760.0
2016-04-18,67.2,44386.0
2016-04-19,65.8,43971.0
2016-04-20,60.8,43453.0
2016-04-21,64.6,43389.0
2016-04-22,59.4,41813.0
2016-04-23,52.4,36406.0
2016-04-24,48.5,34981.0
2016-04-25,65.3,43594.0
2016-04-26,70.0,45764.0
2016-04-27,51.6,42566.0
2016-04-28,55.8,43339.0
2016-04-29,53.4,41834.0
2016-04-30,50.6,37568.0
2016-05-01,63.9,36774.0
2016-05-02,57.2,42787.0
2016-05-03,52.5,43006.0
2016-05-04,50.9,43689.0
2016-05-05,47.1,44541.0
2016-05-06,55.9,42646.0
2016-05-07,62.3,36201.0
2016-05-08,54.5,33921.0
2016-05-09,52.4,43003.0
2016-05-10,58.9,44242.0
2016-05-11,60.4,45312.0
2016-05-12,68.3,46266.0
2016-05-13,60.1,42170.0
2016-05-14,51.4,37366.0
2016-05-15,46.2,36680.0
2016-05-16,47.6,43723.0
2016-05-17,54.4,43092.0
2016-05-18,56.2,43404.0
2016-05-19,56.9,42954.0
2016-05-20,59.1,41913.0
2016-05-21,58.6,36319.0
2016-05-22,60.6,35485.0
2016-05-23,61.5,43905.0
2016-05-24,68.0,46416.0
2016-05-25,71.7,48231.0
2016-05-26,72.6,50590.0
2016-05-27,72.7,51341.0
2016-05-28,75.6,44720.0
2016-05-29,74.5,42507.0
2016-05-30,73.9,43820.0
2016-05-31,75.7,53547.0
2016-06-01,75.6,55281.0
2016-06-02,68.8,53205.0
2016-06-03,73.0,52754.0
2016-06-04,71.4,44308.0
2016-06-05,70.3,41866.0
2016-06-06,72.1,50591.0
2016-06-07,66.3,46506.0
2016-06-08,62.1,44853.0
2016-06-09,65.6,46509.0
2016-06-10,69.6,48409.0
2016-06-11,78.5,50927.0
2016-06-12,79.9,50240.0
2016-06-13,68.9,50582.0
2016-06-14,71.6,51901.0
2016-06-15,75.2,56375.0
2016-06-16,73.4,55157.0
2016-06-17,72.0,52993.0
2016-06-18,73.9,47137.0
2016-06-19,76.0,47978.0
2016-06-20,80.5,60949.0
2016-06-21,73.4,58358.0
2016-06-22,69.7,50523.0
2016-06-23,76.7,57093.0
2016-06-24,73.4,54653.0
2016-06-25,73.6,49308.0
2016-06-26,80.0,53501.0
2016-06-27,79.6,61918.0
2016-06-28,74.6,55933.0
2016-06-29,65.7,49003.0
2016-06-30,69.4,49651.0
2016-07-01,72.2,48948.0
2016-07-02,65.2,38326.0
2016-07-03,64.3,35273.0
2016-07-04,64.9,36318.0
2016-07-05,74.0,49660.0
2016-07-06,75.1,53085.0
2016-07-07,75.6,55325.0
2016-07-08,76.7,55363.0
2016-07-09,74.9,47278.0
2016-07-10,71.4,45275.0
2016-07-11,76.0,57103.0
2016-07-12,77.6,60652.0
2016-07-13,79.0,62375.0
2016-07-14,72.9,57451.0
2016-07-15,76.4,57809.0
2016-07-16,71.3,47480.0
2016-07-17,73.7,48032.0
2016-07-18,77.5,59128.0
2016-07-19,76.6,60529.0
2016-07-20,77.2,60539.0
2016-07-21,79.4,62594.0
2016-07-22,75.8,58519.0
2016-07-23,80.0,57564.0
2016-07-24,82.0,58756.0
2016-07-25,83.1,67895.0
2016-07-26,78.0,62448.0
2016-07-27,78.8,63484.0
2016-07-28,77.9,60916.0
2016-07-29,76.7,58397.0
2016-07-30,74.8,51069.0
2016-07-31,76.4,50704.0
2016-08-01,76.5,59488.0
2016-08-02,77.7,61856.0
2016-08-03,78.6,62946.0
2016-08-04,79.6,63906.0
2016-08-05,80.5,64844.0
2016-08-06,77.4,54973.0
2016-08-07,75.3,49558.0
2016-08-08,75.5,57871.0
2016-08-09,77.4,61949.0
2016-08-10,78.2,61475.0
2016-08-11,81.8,65680.0
2016-08-12,82.9,66198.0
2016-08-13,81.2,56989.0
2016-08-14,73.3,47710.0
2016-08-15,72.6,55079.0
2016-08-16,74.2,56508.0
2016-08-17,74.1,57201.0
2016-08-18,74.6,58310.0
2016-08-19,74.4,57902.0
2016-08-20,74.3,50071.0
2016-08-21,70.7,44830.0
2016-08-22,66.6,49981.0
2016-08-23,69.5,51631.0
2016-08-24,72.7,54612.0
2016-08-25,79.5,63390.0
2016-08-26,79.2,63088.0
2016-08-27,76.6,54167.0
2016-08-28,78.3,53228.0
2016-08-29,75.8,61110.0
2016-08-30,76.0,61009.0
2016-08-31,75.7,59251.0
2016-09-01,70.2,51934.0
2016-09-02,65.9,47155.0
2016-09-03,66.1,40684.0
2016-09-04,68.7,40967.0
2016-09-05,73.0,45957.0
2016-09-06,76.0,60198.0
2016-09-07,79.6,64119.0
2016-09-08,79.3,63335.0
2016-09-09,75.0,59388.0
2016-09-10,76.7,51832.0
2016-09-11,65.2,40633.0
2016-09-12,66.0,48279.0
2016-09-13,69.2,50676.0
2016-09-14,69.4,51808.0
2016-09-15,66.1,49500.0
2016-09-16,69.2,51549.0
2016-09-17,72.0,46364.0
2016-09-18,72.0,46009.0
2016-09-19,71.4,53354.0
2016-09-20,67.4,53597.0
2016-09-21,73.0,54962.0
2016-09-22,73.6,55666.0
2016-09-23,76.5,57056.0
2016-09-24,72.1,47219.0
2016-09-25,68.0,44265.0
2016-09-26,66.9,47217.0
2016-09-27,60.2,44530.0
2016-09-28,58.2,44033.0
2016-09-29,55.8,43826.0
2016-09-30,59.5,43071.0
2016-10-01,58.1,36756.0
2016-10-02,61.5,36478.0
2016-10-03,60.6,44377.0
2016-10-04,59.4,46248.0
2016-10-05,67.3,48586.0
2016-10-06,70.1,50193.0
2016-10-07,67.4,48177.0
2016-10-08,60.2,37761.0
2016-10-09,52.9,35658.0
2016-10-10,53.2,43331.0
2016-10-11,56.5,43755.0
2016-10-12,61.8,44919.0
2016-10-13,58.4,43722.0
2016-10-14,51.6,42709.0
2016-10-15,59.0,38312.0
2016-10-16,68.4,38410.0
2016-10-17,71.5,48960.0
2016-10-18,73.2,50354.0
2016-10-19,70.8,49212.0
2016-10-20,59.5,45375.0
2016-10-21,50.3,43458.0
2016-10-22,48.1,38280.0
2016-10-23,53.8,36977.0
2016-10-24,56.4,42856.0
2016-10-25,45.6,44790.0
2016-10-26,49.1,45067.0
2016-10-27,53.5,44498.0
2016-10-28,50.3,43461.0
2016-10-29,62.0,38267.0
2016-10-30,63.9,36419.0
2016-10-31,51.2,42991.0
2016-11-01,62.1,45152.0
2016-11-02,68.1,45597.0
2016-11-03,65.3,44682.0
2016-11-04,50.4,42577.0
2016-11-05,47.4,38635.0
2016-11-06,51.8,38242.0
2016-11-07,53.5,43671.0
2016-11-08,53.7,44451.0
2016-11-09,47.7,45176.0
2016-11-10,45.0,45757.0
2016-11-11,48.5,44185.0
2016-11-12,37.3,41407.0
2016-11-13,40.3,40297.0
2016-11-14,42.9,47022.0
2016-11-15,46.7,46640.0
2016-11-16,47.2,45704.0
2016-11-17,51.3,45652.0
2016-11-18,63.6,43526.0
2016-11-19,45.1,42060.0
2016-11-20,33.1,44544.0
2016-11-21,33.7,50339.0
2016-11-22,30.8,51298.0
2016-11-23,37.7,49036.0
2016-11-24,45.5,37919.0
2016-11-25,38.6,40361.0
2016-11-26,38.0,40758.0
2016-11-27,37.2,41686.0
2016-11-28,45.0,47990.0
2016-11-29,52.2,45740.0
2016-11-30,56.4,45567.0
2016-12-01,38.1,50216.0
2016-12-02,36.6,50231.0
2016-12-03,36.6,45325.0
2016-12-04,35.8,44561.0
2016-12-05,36.7,50369.0
2016-12-06,36.0,52129.0
2016-12-07,32.1,53008.0
2016-12-08,26.6,57006.0
2016-12-09,21.0,57800.0
2016-12-10,23.6,51567.0
2016-12-11,28.4,48844.0
2016-12-12,34.7,53450.0
2016-12-13,27.6,55603.0
2016-12-14,14.4,59377.0
2016-12-15,8.1,64324.0
2016-12-16,11.4,61964.0
2016-12-17,31.0,49544.0
2016-12-18,27.0,50648.0
2016-12-19,14.9,60251.0
2016-12-20,20.9,59267.0
2016-12-21,29.2,55523.0
2016-12-22,34.2,53464.0
2016-12-23,30.3,50959.0
2016-12-24,38.7,42472.0
2016-12-25,37.3,40114.0
2016-12-26,54.7,38257.0
2016-12-27,40.5,43749.0
2016-12-28,32.8,46847.0
2016-12-29,37.7,46481.0
2016-12-30,31.8,47013.0
2016-12-31,35.6,44430.0
2017-01-01,35.5,41142.0
2017-01-02,41.8,42369.0
2017-01-03,49.5,45952.0
2017-01-04,31.1,53334.0
2017-01-05,17.7,59240.0
2017-01-06,7.3,62039.0
2017-01-07,4.6,58411.0
2017-01-08,11.2,55803.0
2017-01-09,19.9,59556.0
2017-01-10,37.3,54238.0
2017-01-11,41.8,50749.0
2017-01-12,56.5,46980.0
2017-01-13,31.2,51742.0
2017-01-14,30.1,47833.0
2017-01-15,29.7,45919.0
2017-01-16,37.1,49735.0
2017-01-17,51.5,46965.0
2017-01-18,38.6,50366.0
2017-01-19,38.8,49827.0
